experiment,r2,mse,mad
1,0.06262343979337504,26.09212008609625,1.7644752467018305
2,0.7362855763237146,32.904751619527815,1.7644752467018305
3,0.7402373531406743,52.05407072200724,1.7644752467018305
4,0.8587701859146284,7.188015260370567,1.4618435042377271
5,0.766297377205241,26.458169217864437,1.2519532627197112
6,0.76404885939622,26.68407103927172,1.2519532627197112
7,0.6749443947519783,39.569280893894074,1.4210037463018352
8,0.6595966275876488,18.247147302326866,1.2576052421811432
9,0.7153251930509733,30.55891925152715,1.5989027580909654
10,0.5595157255777412,19.35611770883642,1.2165376359154532
11,0.8362413606234964,4.6107049335282015,1.1065338488920213
12,0.7413191317797332,71.83665199312063,1.1164363087587255
13,0.7780784475091167,45.66342813704867,1.2930208689854013
14,0.7872534236767983,25.04018597856396,1.2576052421811432
15,0.7713042377988064,31.71317269053637,0.9571165455479118
16,0.7790593355215778,46.006924257696284,1.502683262173619
17,0.7195806417519403,33.22838988467234,1.0653779125301526
18,0.6831349526722248,13.079113784134382,1.0268739672866145
19,0.6520112007890351,39.51089230137284,1.3340884752510913
20,0.7484927842532927,91.73356509403173,1.7481705924942756
21,0.8363674499069809,6.258320871766192,1.3775461107764633
22,0.7293237707475813,71.8072436728494,1.461843504237728
23,0.7251787526612316,31.418161327339035,1.6120404286265777
24,0.7284832281922666,52.58165920737747,1.7481705924942756
25,0.7939314466153682,27.816580395032478,1.4190566668593112
26,0.6738352858600085,66.05977128032953,1.2576052421811432
27,0.7879397147336544,25.367434608803315,1.503354060320575
28,0.74383002183355,71.89729980509591,1.6261271258746066
29,0.8638595354015024,4.238980645099582,1.5296806787655224
30,0.7511137551502156,31.74582713389033,1.5296806787655224
31,0.7876923192325931,26.08593042616478,1.504024858467531
32,0.7982989525156438,7.023597121087155,1.834538964780121
33,0.8557584733666078,7.275974572926137,1.4183858687123552
34,0.7786791246846161,5.795140286028161,1.7481705924942756
35,0.791057632056194,47.09650309213363,1.6674027618957297
36,0.7067271797054993,33.833485319655296,0.9571165455479118
37,0.812515668108399,28.299488579355714,1.6301201801253407
38,0.7069604952831966,33.64950512159995,1.5303514769124784
39,0.7761690367164009,46.08372898024657,1.572576139646018
40,0.6641969474796217,37.20571328232482,1.0369153545102667
41,0.7369198749969441,31.014834114157985,0.9189729610996602
42,0.6990657443551676,60.81278344304787,1.6261271258746066
43,0.64848341956541,39.28020594225855,1.503354060320575
44,0.8223679455968985,5.328942518006794,1.0966313890253172
45,0.7181856186613533,79.26825046193848,1.5160652886132717
46,0.7818179735452173,24.01370546584817,1.2930208689854013
47,0.6900907637878761,87.45817322354554,1.7318659382867208
48,0.7515981753089312,65.83796444240207,1.0653779125301526
49,0.7615732474368275,25.47803939522642,1.5296806787655224
50,0.7331456730318804,70.61682817421571,1.5303514769124784
51,0.7736563175924072,25.230353755051382,1.4183858687123552
52,0.9091562195136187,4.335274598602611,1.2252623920049084
53,0.7136091915358306,12.315484026385937,1.502683262173619
54,0.7352020646642471,51.15938936031843,1.3340884752510913
55,0.7321941650113821,51.63293616857518,1.6261271258746066
56,0.594847054772571,47.3169820396228,1.6261271258746066
57,0.7498062664134804,31.097604327102726,1.1065338488920213
58,0.7834045076552701,25.458740181659966,1.645120475075239
59,0.7774007638170445,46.99123655797652,1.503354060320575
60,0.7938412964238899,27.615190822318016,1.5566780953574257
61,0.6968895272062791,32.5520700267347,1.0810046507777349
62,0.7425645812135002,12.28287702290945,1.1164363087587255
63,0.6356579029905838,45.80978377560067,1.502683262173619
64,0.6538879138604671,12.017976937372827,1.2165376359154532
65,0.8687917708145138,5.186937782978695,1.1811220091111951
66,0.678255176618767,85.97470663333883,1.2165376359154532
67,0.72960464654356,12.741485218505161,1.502683262173619
68,0.7714386629973311,12.505012101651651,1.6674027618957297
69,0.7724739459477181,27.299556844056625,1.5575758446961196
70,0.38911005541484867,19.498584665355587,1.6111268309247082
71,0.7181019779810125,51.71596954469452,1.502683262173619
72,0.871415970687286,7.84787407899493,1.5296806787655224
73,0.754388033212356,26.266894599237595,1.6261271258746066
74,0.7966995362198925,25.061091299959344,1.5989027580909654
75,0.7411833341797402,51.76494199720408,1.5566780953574257
76,0.70184537482724,11.44434646057721,1.052542092757849
77,0.7181594568727289,51.496605099782926,1.649113529325973
78,0.7363990871038872,51.75472289057525,1.2153599321382043
79,0.725856355078473,54.119500069765614,1.1811220091111951
80,0.8210584475423828,6.491825052939551,1.4183858687123552
81,0.73145336483632,33.108494502210924,1.377318262446665
82,0.7464306586193598,52.9068813483179,1.4210037463018352
83,0.678369095964275,19.880787955965562,1.5566780953574257
84,0.7323250396748908,55.015034166557726,1.8940163811537736
85,0.2834813059999425,25.999142730335436,1.377318262446665
86,0.6835840094013276,40.07557820840758,1.7481705924942756
87,0.8585702649830924,6.722017200090396,1.2930208689854013
88,0.7836679838519823,44.80762121541709,1.341902635642407
89,0.7567469982857934,73.81992423844594,1.583902463141067
90,0.7775695018317385,45.82448567890634,1.4618435042377271
91,0.7811356923542265,24.434754082397784,1.3775461107764633
92,0.7424535510871453,69.95535131943795,1.0966313890253172
93,0.4978535198098343,18.349607185736087,1.6674027618957297
94,0.6539993893782339,72.58010770396797,1.2165376359154532
95,0.7109855580566611,31.520406894535693,1.6996343500912252
96,0.7237269524401386,31.839909500053302,1.583902463141067
97,0.6674875777044639,45.42370269918466,1.2519532627197112
98,0.7192218756866758,33.368542514929,1.3775461107764633
99,0.7502459959622545,14.482621720738377,1.3364785045107732
100,0.7653462241893387,34.38563589016685,1.3775461107764633
